  дата    время     T    Vh  Fi    vx     vy     vz      P     Hu
02.06.2022 05:02:16 5.604 5.838 353.7 -5.790 -0.639 0.466 709.7 88.5
02.06.2022 05:03:16 5.639 6.711 352.8 -6.642 -0.841 0.690 709.7 88.7
02.06.2022 05:04:17 5.863 6.760 353.2 -6.697 -0.794 0.676 709.8 88.5
02.06.2022 05:05:17 6.025 6.452 353.4 -6.395 -0.744 0.575 709.9 87.7
02.06.2022 05:06:17 6.167 6.071 352.9 -6.012 -0.747 0.556 709.9 87.3
02.06.2022 05:07:17 5.899 6.448 348.3 -6.300 -1.301 0.862 709.9 86.7
02.06.2022 05:08:17 5.701 6.903 342.5 -6.579 -2.071 1.144 709.9 87.6
02.06.2022 05:09:17 5.760 6.665 341.8 -6.328 -2.085 1.125 709.9 87.9
02.06.2022 05:10:17 5.924 6.169 340.6 -5.819 -2.044 1.054 709.9 87.8
02.06.2022 05:11:17 6.095 5.624 342.9 -5.366 -1.650 0.854 709.9 87.0
02.06.2022 05:12:18 6.189 5.303 349.1 -5.202 -1.000 0.650 709.9 86.5
02.06.2022 05:13:18 6.327 4.858 351.9 -4.801 -0.687 0.490 709.8 86.0
02.06.2022 05:14:18 6.381 4.490 352.8 -4.447 -0.561 0.380 709.7 85.6
02.06.2022 05:15:18 6.435 4.179 353.4 -4.142 -0.477 0.313 709.6 85.3
02.06.2022 05:16:18 6.390 4.242 351.6 -4.191 -0.615 0.407 709.6 85.1
02.06.2022 05:17:18 6.367 4.097 350.9 -4.041 -0.650 0.406 709.6 85.0
02.06.2022 05:18:18 6.368 3.882 348.3 -3.794 -0.785 0.478 709.5 84.9
02.06.2022 05:19:18 6.326 3.630 349.4 -3.562 -0.666 0.409 709.3 85.0
02.06.2022 05:20:19 6.351 3.260 349.0 -3.192 -0.618 0.374 709.3 85.0
02.06.2022 05:21:19 6.405 3.250 352.7 -3.219 -0.414 0.275 709.3 85.1
02.06.2022 05:22:19 6.451 3.183 353.5 -3.158 -0.359 0.229 709.3 84.9
02.06.2022 05:23:19 6.453 3.208 353.6 -3.182 -0.355 0.219 709.3 84.9
02.06.2022 05:24:19 6.485 3.345 353.6 -3.318 -0.373 0.227 709.3 84.8
02.06.2022 05:25:19 6.542 2.926 358.5 -2.903 -0.078 0.012 709.3 84.6
02.06.2022 05:26:19 6.533 2.279 6.7 -2.238 0.264 -0.072 709.3 84.5
02.06.2022 05:27:19 6.544 1.973 10.5 -1.915 0.354 -0.051 709.3 84.5
02.06.2022 05:28:20 6.587 1.705 7.8 -1.669 0.228 -0.101 709.3 84.4
02.06.2022 05:29:20 6.648 1.674 4.9 -1.645 0.142 -0.098 709.3 84.3
02.06.2022 05:30:20 6.692 1.852 3.5 -1.832 0.114 -0.128 709.5 84.0
02.06.2022 05:31:20 6.517 1.874 7.4 -1.832 0.237 -0.100 709.6 84.0
02.06.2022 05:32:20 6.505 2.068 8.0 -2.007 0.281 -0.112 709.6 84.2
02.06.2022 05:33:20 6.467 2.096 2.9 -2.063 0.106 -0.050 709.5 84.3
02.06.2022 05:34:20 6.536 2.112 356.8 -2.093 -0.116 -0.010 709.6 84.3
02.06.2022 05:35:20 6.522 1.989 1.2 -1.967 0.042 -0.121 709.6 84.3
02.06.2022 05:36:21 6.183 1.959 8.4 -1.907 0.281 -0.065 709.6 84.5
02.06.2022 05:37:21 5.915 2.461 23.1 -2.243 0.955 0.008 709.5 85.2
02.06.2022 05:38:21 5.903 2.180 26.9 -1.935 0.982 -0.011 709.3 85.9
02.06.2022 05:39:21 5.924 1.900 24.0 -1.720 0.765 -0.045 709.4 86.3
02.06.2022 05:40:21 5.992 1.574 19.1 -1.465 0.506 -0.087 709.4 86.5
02.06.2022 05:41:21 6.016 1.934 26.2 -1.728 0.850 -0.025 709.3 86.5
02.06.2022 05:42:21 5.979 1.849 26.3 -1.642 0.813 -0.009 709.4 86.6
02.06.2022 05:43:21 5.992 1.615 17.2 -1.517 0.468 -0.058 709.5 86.7
02.06.2022 05:44:22 5.245 2.532 354.7 -2.502 -0.232 0.121 709.5 87.2
02.06.2022 05:45:22 5.627 2.366 352.9 -2.325 -0.291 0.130 709.4 88.3
02.06.2022 05:46:22 5.810 2.233 353.6 -2.209 -0.249 0.069 709.3 88.5
02.06.2022 05:47:22 5.868 1.453 355.1 -1.435 -0.124 0.011 709.3 88.2
02.06.2022 05:48:22 5.727 1.350 342.3 -1.278 -0.409 0.146 709.3 88.1
02.06.2022 05:49:22 5.245 1.931 321.1 -1.494 -1.203 0.552 709.5 88.6
02.06.2022 05:50:22 5.600 1.847 312.5 -1.247 -1.359 0.559 709.5 89.6
02.06.2022 05:51:22 5.243 2.462 312.3 -1.650 -1.816 0.764 709.4 89.6
02.06.2022 05:52:23 5.203 2.599 298.1 -1.222 -2.286 0.956 709.5 90.7
02.06.2022 05:53:23 5.150 2.187 290.4 -0.759 -2.040 0.743 709.6 91.4
02.06.2022 05:54:23 5.353 2.392 285.9 -0.655 -2.295 0.897 709.6 91.8
02.06.2022 05:55:23 5.668 2.236 279.3 -0.359 -2.203 1.201 709.6 91.5
02.06.2022 05:56:23 5.525 1.822 265.7 0.135 -1.812 0.775 709.6 90.8
02.06.2022 05:57:23 5.266 1.961 258.4 0.393 -1.916 0.653 709.6 91.0
02.06.2022 05:58:23 5.148 1.971 244.2 0.857 -1.772 0.718 709.6 91.6
02.06.2022 05:59:23 5.348 2.236 246.1 0.905 -2.044 0.714 709.6 92.1
02.06.2022 06:00:24 5.291 2.241 245.6 0.925 -2.039 0.825 709.6 92.4
02.06.2022 06:01:24 5.403 2.324 244.5 0.999 -2.097 0.813 709.6 92.7
02.06.2022 06:02:24 5.448 2.516 247.4 0.965 -2.321 0.741 709.6 92.9
02.06.2022 06:03:24 5.624 2.564 248.0 0.961 -2.374 0.844 709.6 92.8
02.06.2022 06:04:24 5.371 2.232 249.9 0.765 -2.095 0.718 709.6 92.6
02.06.2022 06:05:24 5.430 2.111 248.9 0.761 -1.967 0.562 709.6 92.7
02.06.2022 06:06:24 5.547 2.023 246.9 0.794 -1.859 0.440 709.6 92.8
02.06.2022 06:07:24 5.593 2.086 248.8 0.754 -1.945 0.402 709.5 92.6
02.06.2022 06:08:25 5.466 1.885 248.1 0.701 -1.747 0.356 709.4 92.4
02.06.2022 06:09:25 5.469 1.879 249.4 0.659 -1.758 0.423 709.3 92.2
02.06.2022 06:10:25 5.676 2.074 250.4 0.695 -1.953 0.372 709.3 92.3
02.06.2022 06:11:25 5.776 2.182 253.9 0.606 -2.093 0.492 709.3 92.1
02.06.2022 06:12:25 5.977 2.241 259.1 0.424 -2.200 0.571 709.3 91.7
02.06.2022 06:13:25 5.878 2.202 263.9 0.235 -2.189 0.559 709.3 91.1
02.06.2022 06:14:25 5.716 2.428 262.0 0.336 -2.404 0.647 709.4 91.0
02.06.2022 06:15:25 6.120 2.561 262.5 0.336 -2.538 0.776 709.3 91.2
02.06.2022 06:16:26 6.005 2.372 264.6 0.225 -2.360 0.749 709.3 90.6
02.06.2022 06:17:26 5.938 2.294 263.5 0.259 -2.279 0.644 709.3 90.3
02.06.2022 06:18:26 5.881 2.220 259.8 0.392 -2.185 0.563 709.3 90.4
02.06.2022 06:19:26 5.862 2.189 259.7 0.392 -2.153 0.500 709.3 90.6
02.06.2022 06:20:26 5.725 2.075 258.7 0.407 -2.034 0.450 709.3 90.7
02.06.2022 06:21:26 5.541 1.988 258.8 0.387 -1.948 0.378 709.3 90.9
02.06.2022 06:22:26 5.912 2.202 262.4 0.291 -2.180 0.439 709.3 91.3
02.06.2022 06:23:26 5.731 2.135 268.6 0.051 -2.132 0.431 709.3 91.1
02.06.2022 06:24:27 5.927 2.171 273.6 -0.137 -2.165 0.428 709.3 91.4
02.06.2022 06:25:27 5.806 2.125 273.9 -0.145 -2.119 0.414 709.3 91.3
02.06.2022 06:26:27 5.975 2.228 272.9 -0.114 -2.225 0.446 709.3 91.1
02.06.2022 06:27:27 6.129 2.118 268.2 0.067 -2.116 0.525 709.3 90.9
02.06.2022 06:28:27 6.188 2.168 272.1 -0.079 -2.166 0.522 709.3 90.5
02.06.2022 06:29:27 6.225 2.131 274.1 -0.151 -2.125 0.554 709.3 90.2
02.06.2022 06:30:27 6.115 2.155 272.8 -0.105 -2.152 0.533 709.3 89.8
02.06.2022 06:31:27 5.893 2.126 276.5 -0.241 -2.111 0.558 709.3 89.6
02.06.2022 06:32:28 5.836 1.995 281.6 -0.401 -1.952 0.588 709.3 89.9
02.06.2022 06:33:28 5.945 2.108 286.8 -0.608 -2.017 0.574 709.3 90.1
02.06.2022 06:34:28 6.064 2.099 286.2 -0.586 -2.015 0.688 709.3 90.4
02.06.2022 06:35:28 5.962 2.102 288.0 -0.648 -1.998 0.733 709.3 90.2
02.06.2022 06:36:28 5.993 2.048 284.9 -0.526 -1.978 0.675 709.3 90.3
02.06.2022 06:37:28 6.087 2.082 281.7 -0.422 -2.038 0.596 709.3 90.3
02.06.2022 06:38:28 6.115 2.105 282.3 -0.447 -2.057 0.727 709.3 90.2
02.06.2022 06:39:28 6.266 2.165 287.6 -0.655 -2.061 0.827 709.3 90.0
02.06.2022 06:40:29 6.302 2.153 290.7 -0.760 -2.013 0.905 709.4 89.6
02.06.2022 06:41:29 6.222 2.300 292.3 -0.872 -2.124 0.858 709.4 89.0
02.06.2022 06:42:29 6.242 2.096 287.7 -0.636 -1.995 0.895 709.4 88.8
02.06.2022 06:43:29 6.143 2.077 287.1 -0.609 -1.985 0.840 709.5 88.4
02.06.2022 06:44:29 5.966 2.080 288.4 -0.658 -1.972 0.558 709.4 89.0
02.06.2022 06:45:29 5.863 2.237 292.9 -0.871 -2.059 0.605 709.4 89.4
02.06.2022 06:46:29 5.898 2.335 295.9 -1.019 -2.098 0.750 709.4 90.1
02.06.2022 06:47:29 5.770 2.459 295.2 -1.047 -2.222 0.839 709.6 90.4
02.06.2022 06:48:30 5.924 2.564 295.2 -1.091 -2.319 0.797 709.6 90.9
02.06.2022 06:49:30 5.843 2.429 295.0 -1.027 -2.198 0.641 709.6 91.0
02.06.2022 06:50:30 5.963 2.432 291.9 -0.906 -2.248 0.854 709.6 90.9
02.06.2022 06:51:30 5.907 2.302 287.9 -0.707 -2.187 1.062 709.5 90.8
02.06.2022 06:52:30 6.022 2.083 282.2 -0.440 -2.033 1.028 709.5 90.8
02.06.2022 06:53:30 6.252 2.079 276.0 -0.216 -2.065 1.002 709.4 90.5
02.06.2022 06:54:30 6.046 2.237 271.6 -0.061 -2.230 0.932 709.4 90.1
02.06.2022 06:55:30 6.121 2.046 278.4 -0.293 -1.990 1.137 709.5 90.3
02.06.2022 06:56:31 5.563 1.723 289.0 -0.558 -1.619 0.952 709.4 90.1
02.06.2022 06:57:31 6.218 1.893 291.0 -0.677 -1.762 1.050 709.4 90.4
02.06.2022 06:58:31 6.673 1.360 277.8 -0.183 -1.338 0.836 709.4 88.8
02.06.2022 06:59:31 6.463 1.131 296.7 -0.498 -0.989 0.478 709.4 87.4
02.06.2022 07:00:31 6.075 1.094 303.8 -0.596 -0.892 0.198 709.4 87.1
02.06.2022 07:01:31 6.036 0.910 286.1 -0.250 -0.868 0.285 709.4 87.5
02.06.2022 07:02:31 6.015 0.941 299.8 -0.455 -0.796 0.291 709.3 87.9
02.06.2022 07:03:32 6.099 0.904 331.3 -0.753 -0.413 0.178 709.3 87.6
02.06.2022 07:04:32 5.447 0.842 38.5 -0.650 0.518 -0.008 709.3 87.8
02.06.2022 07:05:32 5.243 1.326 25.5 -1.184 0.564 0.015 709.3 88.2
02.06.2022 07:06:32 5.326 1.073 12.9 -1.010 0.231 -0.031 709.3 88.6
02.06.2022 07:07:32 5.800 1.336 338.5 -1.235 -0.486 0.252 709.3 88.6
02.06.2022 07:08:32 5.538 1.593 349.1 -1.561 -0.300 0.065 709.3 88.7
02.06.2022 07:09:32 -1.314 3.893 320.8 -1.770 -1.444 -1.020 708.8 88.4
02.06.2022 07:14:33 -13.156 1.947 294.9 -0.817 -1.764 0.706 709.9 91.0
02.06.2022 07:15:33 -13.156 1.678 280.3 -0.298 -1.641 0.706 709.8 91.8
02.06.2022 07:16:33 -13.156 1.671 267.2 0.083 -1.667 0.540 709.6 92.1
02.06.2022 07:17:33 -13.156 1.690 265.7 0.126 -1.684 0.547 709.6 92.1
02.06.2022 07:18:33 -13.156 2.112 273.5 -0.130 -2.101 0.717 709.6 92.3
02.06.2022 07:19:34 -13.156 2.399 275.9 -0.245 -2.380 0.955 709.4 92.8
02.06.2022 07:20:34 -13.156 2.096 273.6 -0.131 -2.090 0.879 709.3 92.8
02.06.2022 07:21:34 -13.156 2.025 275.7 -0.202 -2.007 0.737 709.3 92.8
02.06.2022 07:22:34 -13.156 2.141 282.9 -0.479 -2.086 0.819 709.3 93.3
02.06.2022 07:23:34 -13.156 2.027 288.1 -0.630 -1.923 0.836 709.3 93.9
02.06.2022 07:24:34 -13.156 1.986 288.8 -0.640 -1.877 0.662 709.3 94.0
02.06.2022 07:25:34 -13.156 1.853 293.7 -0.742 -1.691 0.562 709.3 93.8
